name,description,category,url,price,currency,image,availability,long_url,sku,updated_at
Sophia 4-Piece Feather Modular Sofa - Cream / Loveseat Pit,"5-PIECE CORNER MODULAR SOFA WITH LARGER SEATS - CHITA modular couches feature clean and classic design with comfortable and wider seats to offer you a never ending relax after a long day. Each seat has a 34'' seat width - 30% larger than most counterparts. Individual seat dimension: 34''W x 20.5''D x 20''H. Only three seats are needed to achieve a 107'' overall width. REARRANGEABLE FOR ANY OCCASION - Available in multiple configurations, the modular pieces can be easily rearranged to fit both small and spacious living rooms, family rooms, basement playrooms, etc. To accommodate different occasions and gatherings, the modular combination allows you to pull the armless chair out as a standalone piece. A DIVE INTO COMFORT - Comfort is intimate and personal. With CHITA modular sofas, comfort is a feeling that there is nowhere else you want to be. The sofa frame is luxuriously padded with high density foam, which is CertiPur-US certified, and topped by loose cushions. Soft, reversible cushions and arm pillows are padded with a soft blend of fiber and sterilized feather. Cushions can be easily fluffed to maintain a clean look. Seat firmness: medium plush. On a scale from 1 to 5 (5 being firmest), it's a 2. IDEAL FOR BUSY HOMES - Engineered for homes with lots of activities, these durable fabrics take a good beating from over use and continue to look like new. The luxurious look fabric that creates a casual vibe in your room and gives you everyday comfort.. Fabrics are OEKO-TEX certified, containing no formaldehyde or harmful phthalates. Every component of these fabrics has been tested for harmful substances and the fabrics are harmless for human health. 100% FSC CERTIFIED WOOD FRAME- Each CHITA modular piece is made by the skilled hands of artisans who have melted functionality and design. Sturdy corner blocked wooden frame is expertly crafted from solid engineered wood and hard wood. All wood is kiln-dried for added durability. High-gauge sinuous springs and synthetic webbing suspension provide additional support for seat and back cushions. Weight capacity for each seat: 350 lbs. FEATHER FILLED REVERSIBLE CUSHIONS - Pillowy-soft cushions are padded with a soft blend of fiber and sterilized feathers with down proof ticking. All cushions are loose and reversible, featuring zip-off, dry-cleanable covers. Cushions can be easily fluffed to maintain a clean look. CARE INSTRUCTIONS - For non-removable areas, blot and spot clean immediately with a clean, absorbent cloth and a water-free stain remover (Cleaning Code: S). Cushion covers are dry clean only. MINIMUM TOOL FREE ASSEMBLY REQUIRED - No extra tools are needed for assembly. Each assembly step is simple and intuitive.Note: Do not start the assembly process until all boxes are present. Do not open all boxes at once. Start with Arms Box and follow detailed instructions. FIVE PACKAGES - The 4-piece modular sofa comes with 5 boxes and may arrive on different dates. Each box is designed and packaged to maximize shipping efficiency and fits narrow staircase and elevator. Minimum door width: 20''Box 1: ArmsBox 2: Left seat & backrest Box 3: Right seat & backrestBox 4: Armless chair Box 5: Ottoman SPACIOUS & VERSATILE STORAGE OTTOMAN - Lift up the ottoman top with a built-in smooth gas-lift mechanism to reveal plenty of out-of-sight storage. Storage space: 28.5''W x 2756''D x 8.5''H. In addition, it is a perfect footrest or table when topped with a tray.",Sofas,https://chitaliving.com/products/sophia-4-piece-feather-modular-sofa,1257.0,USD,https://cdn.shopify.com/s/files/1/0558/6151/0314/files/6507-B1072-O-pit_2_2_f81713d9-1cf2-464f-a5fb-b0527238db18.jpg?v=1763001178,True,https://pboost.me/bKRw7aJz,ME76507-B1072-LOVESEATPIT_8029559095466_47620986962090,1763119508
Sophia 6-Piece Feather Modular Sofa - Cream / Pit,"5-PIECE CORNER MODULAR SOFA WITH LARGER SEATS - CHITA modular couches feature clean and classic design with comfortable and wider seats to offer you a never ending relax after a long day. Each seat has a 34'' seat width - 30% larger than most counterparts. Individual seat dimension: 34''W x 20.5''D x 20''H. Only three seats are needed to achieve a 107'' overall width. REARRANGEABLE FOR ANY OCCASION - Available in multiple configurations, the modular pieces can be easily rearranged to fit both small and spacious living rooms, family rooms, basement playrooms, etc. To accommodate different occasions and gatherings, the modular combination allows you to pull the armless chair out as a standalone piece. A DIVE INTO COMFORT - Comfort is intimate and personal. With CHITA modular sofas, comfort is a feeling that there is nowhere else you want to be. The sofa frame is luxuriously padded with high density foam, which is CertiPur-US certified, and topped by loose cushions. Soft, reversible cushions and arm pillows are padded with a soft blend of fiber and sterilized feather. Cushions can be easily fluffed to maintain a clean look. Seat firmness: medium plush. On a scale from 1 to 5 (5 being firmest), it's a 2. IDEAL FOR BUSY HOMES - Engineered for homes with lots of activities, these durable fabrics take a good beating from over use and continue to look like new. The luxurious look fabric that creates a casual vibe in your room and gives you everyday comfort.. Fabrics are OEKO-TEX certified, containing no formaldehyde or harmful phthalates. Every component of these fabrics has been tested for harmful substances and the fabrics are harmless for human health. 100% FSC CERTIFIED WOOD FRAME- Each CHITA modular piece is made by the skilled hands of artisans who have melted functionality and design. Sturdy corner blocked wooden frame is expertly crafted from solid engineered wood and hard wood. All wood is kiln-dried for added durability. High-gauge sinuous springs and synthetic webbing suspension provide additional support for seat and back cushions. Weight capacity for each seat: 350 lbs. FEATHER FILLED REVERSIBLE CUSHIONS - Pillowy-soft cushions are padded with a soft blend of fiber and sterilized feathers with down proof ticking. All cushions are loose and reversible, featuring zip-off, dry-cleanable covers. Cushions can be easily fluffed to maintain a clean look. CARE INSTRUCTIONS - For non-removable areas, blot and spot clean immediately with a clean, absorbent cloth and a water-free stain remover (Cleaning Code: S). Cushion covers are dry clean only. MINIMUM TOOL FREE ASSEMBLY REQUIRED - No extra tools are needed for assembly. Each assembly step is simple and intuitive.Note: Do not start the assembly process until all boxes are present. Do not open all boxes at once. Start with Arms Box and follow detailed instructions. SIX PACKAGES - The 5-piece corner modular sofa comes with 7 boxes and may arrive on different dates. Each box is designed and packaged to maximize shipping efficiency and fits narrow staircase and elevator. Minimum door width: 20''",Sofas,https://chitaliving.com/products/sophia-6-piece-feather-modular-sofa,1756.0,USD,https://cdn.shopify.com/s/files/1/0558/6151/0314/files/6507-B1072-O-pit_3_3_a0232623-3259-4420-8031-ad4ee0dc7e2a.jpg?v=1763001205,True,https://pboost.me/rKRz8kJ9,ME76507-B1072-PIT_8029532324010_47620985979050,1763119508
Delaney Sofa in Green-ARM,n/a,Other,https://chitaliving.com/products/delaney-sofa-arm,299.0,USD,https://img2.55haitao.com/ad/screenshot/2023/10/09169685105982299.svg,False,https://pboost.me/cKR99Jc,S78012-G0402170-ARM_8293492523178_47618631696554,1763119508
Delaney Sofa in Green-Left Seat,n/a,Other,https://chitaliving.com/products/delaney-sofa-left-seat,299.0,USD,https://img2.55haitao.com/ad/screenshot/2023/10/09169685105982299.svg,False,https://pboost.me/AKRatJw,S78012-G0402170-1L_8293489705130_47618613444778,1763119508
Liam 6-Piece Overstuffed Feather Wood Base Sectional Sofa - Milo Linen / Pit,"6-Piece Oversized Modular Sofa with Chaise - CHITA oversized modular sectional offers maximum comfort with its modular pieces that make dreams come true. These pieces feature extra deep seats, are easy to move around, and can be effortlessly rearranged to fit both small and spacious living rooms. Individual seat dimension: 35''W x 23.6''D x 19.7''H. Only four seats are needed to achieve a 153'' overall width. Solid Wood Plinth Base - The exposed wood frame is made of solid, kiln-dried wood for extra durability. A perfect blend of retro and mid-century modern vibes, this sofa is a welcome addition to any sophisticated home decor. Additionally, the solid wooden high-leg design allows a robot vacuum to easily pass through, keeping the home clean and tidy. Overstuffed Feather-Blend Cushions - Seat cushions are filled with 2.0 high-density foam and sterilized feathers. Foam is environmentally friendly with the seal of approval certified by CertiPUR-US. Back cushions are filled with soft fiber and sterilized feathers. Cushions are loose with zip-off covers. Cushions can be easily fluffed to maintain a clean look. Seat firmness: medium. On a scale from 1 to 5 (5 being firmest), it's a 3. Ideal for Busy Homes - Engineered for homes with lots of activities, these durable fabrics take a good beating from over use and continue to look like new. The linen-like fabric is soft to the touch and has variegated chenille yarns that create a heathered appearance. Fabrics are OEKO-TEX certified, containing no formaldehyde or harmful phthalates. Every component of these fabrics has been tested for harmful substances and the fabrics are harmless for human health. Premium Quality - Each CHITA modular piece is made by the skilled hands of artisans who have melted functionality and design. Sturdy corner blocked wooden frame is expertly crafted from solid engineered wood and hard wood. All wood is kiln-dried for added durability. High-gauge sinuous springs and synthetic webbing suspension provide additional support for seat and back cushions. Weight capacity for each seat: 350 lbs. Seats That Do Not Slide Apart - Strong metal connectors come with each seat to keep different seats together from the bottom, creating a connected couch that doesn't slip or slide apart. CARE INSTRUCTIONS - For non-removable areas, blot and spot clean immediately with a clean, absorbent cloth and a water-free stain remover (Cleaning Code: S). Cushion covers are dry clean only. MINIMUM TOOL FREE ASSEMBLY REQUIRED - No extra tools are needed for assembly. Each assembly step is simple and intuitive.Note: Do not start the assembly process until all boxes are present. Do not open all boxes at once. Start with Arms Box and follow detailed instructions. Seven Packages - The U-shaped modular sofa comes with 7 boxes and may arrive at different dates. Each box is designed and packaged to maximize shipping efficiency and fits narrow staircase and elevator. Minimum door width: 16''Box 1: ArmsBox 2: Left Chair Seat & Backrest Box 3: Right Chair Seat & BackrestBox 4: Armless chair Box 5: Armless chairBox 6: Ottoman Box 7: Ottoman",Sofas,https://chitaliving.com/products/liam-6-piece-overstuffed-feather-wood-base-sectional,2146.0,USD,https://cdn.shopify.com/s/files/1/0558/6151/0314/files/001-pit-3_3.jpg?v=1762999248,True,https://pboost.me/hKRgbkJ7,S7001-G0402190-PIT_8040585986218_47618578972842,1763119508
Liam 4-Piece Overstuffed Feather Wood Base Sectional Sofa - Loveseat Pit / Milo Linen,"4-Piece Oversized Modular Sofa with Chaise - CHITA oversized modular couch offers maximum comfort with its modular pieces that make dreams come true. These pieces feature extra deep seats, are easy to move around, and can be effortlessly rearranged to fit both small and spacious living rooms. Individual seat dimension: 35''W x 23.6''D x 19.7''H. Only three seats are needed to achieve a 118'' overall width. Solid Wood Plinth Base - The exposed wood frame is made of solid, kiln-dried wood for extra durability. A perfect blend of retro and mid-century modern vibes, this sofa is a welcome addition to any sophisticated home decor. Additionally, the solid wooden high-leg design allows a robot vacuum to easily pass through, keeping the home clean and tidy. Overstuffed Feather-Blend Cushions - Seat cushions are filled with 2.0 high-density foam and sterilized feathers. Foam is environmentally friendly with the seal of approval certified by CertiPUR-US. Back cushions are filled with soft fiber and sterilized feathers. Cushions are loose with zip-off covers. Cushions can be easily fluffed to maintain a clean look. Seat firmness: medium. On a scale from 1 to 5 (5 being firmest), it's a 3. Ideal for Busy Homes - Engineered for homes with lots of activities, these durable fabrics take a good beating from over use and continue to look like new. The linen-like fabric is soft to the touch and has variegated chenille yarns that create a heathered appearance. Fabrics are OEKO-TEX certified, containing no formaldehyde or harmful phthalates. Every component of these fabrics has been tested for harmful substances and the fabrics are harmless for human health. Premium Quality - Each CHITA modular piece is made by the skilled hands of artisans who have melted functionality and design. Sturdy corner blocked wooden frame is expertly crafted from solid engineered wood and hard wood. All wood is kiln-dried for added durability. High-gauge sinuous springs and synthetic webbing suspension provide additional support for seat and back cushions. Weight capacity for each seat: 350 lbs. Seats That Do Not Slide Apart - Strong metal connectors come with each seat to keep different seats together from the bottom, creating a connected couch that doesn't slip or slide apart. CARE INSTRUCTIONS - For non-removable areas, blot and spot clean immediately with a clean, absorbent cloth and a water-free stain remover (Cleaning Code: S). Cushion covers are dry clean only. MINIMUM TOOL FREE ASSEMBLY REQUIRED - No extra tools are needed for assembly. Each assembly step is simple and intuitive.Note: Do not start the assembly process until all boxes are present. Do not open all boxes at once. Start with Arms Box and follow detailed instructions. Five Packages - The 4-piece modular sofa comes with 5 boxes and may arrive at different dates. Each box is designed and packaged to maximize shipping efficiency and fits narrow staircase and elevator. Minimum door width: 16''Box 1: ArmsBox 2: Left Chair Seat & Backrest Box 3: Right Chair Seat & BackrestBox 4: Armless chair Box 5: Ottoman",Sofas,https://chitaliving.com/products/liam-4-piece-overstuffed-feather-wood-base-sectional,1487.0,USD,https://cdn.shopify.com/s/files/1/0558/6151/0314/files/001-pit-2_2.jpg?v=1762999243,True,https://pboost.me/MKRcaJg,S7001-G0402190-LOVESEATPIT_8036334174378_47618283962538,1763119508
Brendon Modular Ottoman with Wood Leg - Top Grain Leather / Saddle,"Elegant Solid Wood Legs – Durability Meets Sophisticated Style：Crafted from premium solid wood, these sturdy legs provide exceptional strength and long-lasting support. Their clean and minimalist design enhance the sofa’s modern elegance, adding a touch of timeless charm to any living space.Perfectly proportioned for both stability and visual harmony, they elevate your furniture with enduring quality. Plus, the raised high-leg design allows easy access for robot vacuums, helping you keep your home effortlessly clean and tidy.Super Cozy Seating: Experience ultimate relaxation with the down-filled sofa. The plush cushions are filled with a soft blend of fibers and sterilized feathers, providing a cozy seating experience that enhances comfort and supports your back and neck effortlessly. Oversized armrests offer great arm support, and soft, adjustable arm cushions add extra comfort for your neck and back when lounging—perfect for unwinding anytime. Whether solo or with family, every moment on this sofa is pure relaxation.""Removable Cushions with Stylish Piping: This sofa features plump, removable seat, back cushions and arm pillows, all with zip-off covers for easy removal. The elegant piping adds a sophisticated touch, combining aesthetic appeal with functional durability for a refined seating experience.Premium Quality Standard: The frame, made from FSC certified engineered pine and plywood, features a sturdy corner-blocked wooden construction. All wood is kiln-dried for added durability. The frame support system includes no-sag springs, sustained by flexible elastic webbing. The foam is environmentally friendly with the seal of approval certified by CertiPUR-US.Minimum Tool Free Assembly Required: No extra tools are needed for assembly. Each assembly step is simple and intuitive.Cushions are loose with zip-off covers. Cushions can be easily fluffed to maintain a clean look. Seat firmness: medium. On a scale from 1 to 5 (5 being firmest), it's a 3.Fits through doorways 17'' or wider.",Sofas,https://chitaliving.com/products/brendon-modular-corner-seat-copy,479.0,USD,https://cdn.shopify.com/s/files/1/0558/6151/0314/files/Brendon_Modular_Sofa_with_Wood_Leg_204.jpg?v=1762833231,True,https://pboost.me/nKR4ddJT,SKJ015B-U243022-O_8291500196010_47613709385898,1763119508
Brendon Modular Ottoman with Wood Leg - Fabric / Green,"Elegant Solid Wood Legs – Durability Meets Sophisticated Style：Crafted from premium solid wood, these sturdy legs provide exceptional strength and long-lasting support. Their clean and minimalist design enhance the sofa’s modern elegance, adding a touch of timeless charm to any living space.Perfectly proportioned for both stability and visual harmony, they elevate your furniture with enduring quality. Plus, the raised high-leg design allows easy access for robot vacuums, helping you keep your home effortlessly clean and tidy.Super Cozy Seating: Experience ultimate relaxation with the down-filled sofa. The plush cushions are filled with a soft blend of fibers and sterilized feathers, providing a cozy seating experience that enhances comfort and supports your back and neck effortlessly. Oversized armrests offer great arm support, and soft, adjustable arm cushions add extra comfort for your neck and back when lounging—perfect for unwinding anytime. Whether solo or with family, every moment on this sofa is pure relaxation.""Removable Cushions with Stylish Piping: This sofa features plump, removable seat, back cushions and arm pillows, all with zip-off covers for easy removal. The elegant piping adds a sophisticated touch, combining aesthetic appeal with functional durability for a refined seating experience.Premium Quality Standard: The frame, made from FSC certified engineered pine and plywood, features a sturdy corner-blocked wooden construction. All wood is kiln-dried for added durability. The frame support system includes no-sag springs, sustained by flexible elastic webbing. The foam is environmentally friendly with the seal of approval certified by CertiPUR-US.Minimum Tool Free Assembly Required: No extra tools are needed for assembly. Each assembly step is simple and intuitive.Cushions are loose with zip-off covers. Cushions can be easily fluffed to maintain a clean look. Seat firmness: medium. On a scale from 1 to 5 (5 being firmest), it's a 3.Fits through doorways 17'' or wider.",Sofas,https://chitaliving.com/products/brendon-modular-corner-seat-copy,359.0,USD,https://cdn.shopify.com/s/files/1/0558/6151/0314/files/Brendon_Modular_Sofa_with_Wood_Leg_94.jpg?v=1762833231,True,https://pboost.me/pKRce9Ja,SKJ015-G0303970-O_8291500196010_47613709353130,1763119508
Brendon Modular Ottoman with Wood Leg - Fabric / Cream,"Elegant Solid Wood Legs – Durability Meets Sophisticated Style：Crafted from premium solid wood, these sturdy legs provide exceptional strength and long-lasting support. Their clean and minimalist design enhance the sofa’s modern elegance, adding a touch of timeless charm to any living space.Perfectly proportioned for both stability and visual harmony, they elevate your furniture with enduring quality. Plus, the raised high-leg design allows easy access for robot vacuums, helping you keep your home effortlessly clean and tidy.Super Cozy Seating: Experience ultimate relaxation with the down-filled sofa. The plush cushions are filled with a soft blend of fibers and sterilized feathers, providing a cozy seating experience that enhances comfort and supports your back and neck effortlessly. Oversized armrests offer great arm support, and soft, adjustable arm cushions add extra comfort for your neck and back when lounging—perfect for unwinding anytime. Whether solo or with family, every moment on this sofa is pure relaxation.""Removable Cushions with Stylish Piping: This sofa features plump, removable seat, back cushions and arm pillows, all with zip-off covers for easy removal. The elegant piping adds a sophisticated touch, combining aesthetic appeal with functional durability for a refined seating experience.Premium Quality Standard: The frame, made from FSC certified engineered pine and plywood, features a sturdy corner-blocked wooden construction. All wood is kiln-dried for added durability. The frame support system includes no-sag springs, sustained by flexible elastic webbing. The foam is environmentally friendly with the seal of approval certified by CertiPUR-US.Minimum Tool Free Assembly Required: No extra tools are needed for assembly. Each assembly step is simple and intuitive.Cushions are loose with zip-off covers. Cushions can be easily fluffed to maintain a clean look. Seat firmness: medium. On a scale from 1 to 5 (5 being firmest), it's a 3.Fits through doorways 17'' or wider.",Sofas,https://chitaliving.com/products/brendon-modular-corner-seat-copy,359.0,USD,https://cdn.shopify.com/s/files/1/0558/6151/0314/files/Brendon_Modular_Sofa_with_Wood_Leg_162.jpg?v=1762833231,True,https://pboost.me/HKRcfwJE,SKJ015-G0303910-O_8291500196010_47613709320362,1763119508
Seel Indoor Furniture Protection - 549.00 / 5 Years,"Protect your purchase beyond the scope and duration of the original manufacturer’s warranty.We’ll repair or replace the item for you when it encounters: - Mechanical failure: Internal parts or components break down, leading to malfunction - Electrical failure: Disruption in electrical components causing issues like power surges, short circuits, or incorrect voltage distribution, leading to malfunction - Drops, Spills, and Accidents: Unexpected accidents or mishaps leading to physical damage or malfunction Visit Seel Resolution Center to easily resolve your product failure issues if any of the above happens. Please note: The Protection Plan is a value-added service offered by Seel. You need to add the Protection Plan to a specific product. Please don't purchase it as a stand-alone item.",Seel Protection,https://chitaliving.com/products/seel-indoor-furniture-protection,549.0,USD,https://cdn.shopify.com/s/files/1/0558/6151/0314/files/seel_warranty.png?v=1762323039,False,https://pboost.me/dJXvM6Wd,SEEL-EW_8287421497514_47599052292266,1763119508
